location,age_group,forecast_date,target_end_date,target,type,quantile,value,pathogen
DE,00+,2022-04-03,2022-03-06,-28 day ahead inc hosp,mean,NA,8932,COVID-19
DE,00+,2022-04-03,2022-03-06,-28 day ahead inc hosp,quantile,0.025,8932,COVID-19
DE,00+,2022-04-03,2022-03-06,-28 day ahead inc hosp,quantile,0.1,8932,COVID-19
DE,00+,2022-04-03,2022-03-06,-28 day ahead inc hosp,quantile,0.25,8932,COVID-19
DE,00+,2022-04-03,2022-03-06,-28 day ahead inc hosp,quantile,0.5,8932,COVID-19
DE,00+,2022-04-03,2022-03-06,-28 day ahead inc hosp,quantile,0.75,8932,COVID-19
DE,00+,2022-04-03,2022-03-06,-28 day ahead inc hosp,quantile,0.9,8932,COVID-19
DE,00+,2022-04-03,2022-03-06,-28 day ahead inc hosp,quantile,0.975,8932,COVID-19
DE,00+,2022-04-03,2022-03-07,-27 day ahead inc hosp,mean,NA,8972,COVID-19
DE,00+,2022-04-03,2022-03-07,-27 day ahead inc hosp,quantile,0.025,8972,COVID-19
DE,00+,2022-04-03,2022-03-07,-27 day ahead inc hosp,quantile,0.1,8972,COVID-19
DE,00+,2022-04-03,2022-03-07,-27 day ahead inc hosp,quantile,0.25,8972,COVID-19
DE,00+,2022-04-03,2022-03-07,-27 day ahead inc hosp,quantile,0.5,8972,COVID-19
DE,00+,2022-04-03,2022-03-07,-27 day ahead inc hosp,quantile,0.75,8972,COVID-19
DE,00+,2022-04-03,2022-03-07,-27 day ahead inc hosp,quantile,0.9,8972,COVID-19
DE,00+,2022-04-03,2022-03-07,-27 day ahead inc hosp,quantile,0.975,8972,COVID-19
DE,00+,2022-04-03,2022-03-08,-26 day ahead inc hosp,mean,NA,9134,COVID-19
DE,00+,2022-04-03,2022-03-08,-26 day ahead inc hosp,quantile,0.025,9134,COVID-19
DE,00+,2022-04-03,2022-03-08,-26 day ahead inc hosp,quantile,0.1,9134,COVID-19
DE,00+,2022-04-03,2022-03-08,-26 day ahead inc hosp,quantile,0.25,9134,COVID-19
DE,00+,2022-04-03,2022-03-08,-26 day ahead inc hosp,quantile,0.5,9134,COVID-19
DE,00+,2022-04-03,2022-03-08,-26 day ahead inc hosp,quantile,0.75,9134,COVID-19
DE,00+,2022-04-03,2022-03-08,-26 day ahead inc hosp,quantile,0.9,9134,COVID-19
DE,00+,2022-04-03,2022-03-08,-26 day ahead inc hosp,quantile,0.975,9134,COVID-19
DE,00+,2022-04-03,2022-03-09,-25 day ahead inc hosp,mean,NA,9442,COVID-19
DE,00+,2022-04-03,2022-03-09,-25 day ahead inc hosp,quantile,0.025,9442,COVID-19
DE,00+,2022-04-03,2022-03-09,-25 day ahead inc hosp,quantile,0.1,9442,COVID-19
DE,00+,2022-04-03,2022-03-09,-25 day ahead inc hosp,quantile,0.25,9442,COVID-19
DE,00+,2022-04-03,2022-03-09,-25 day ahead inc hosp,quantile,0.5,9442,COVID-19
DE,00+,2022-04-03,2022-03-09,-25 day ahead inc hosp,quantile,0.75,9442,COVID-19
DE,00+,2022-04-03,2022-03-09,-25 day ahead inc hosp,quantile,0.9,9442,COVID-19
DE,00+,2022-04-03,2022-03-09,-25 day ahead inc hosp,quantile,0.975,9442,COVID-19
DE,00+,2022-04-03,2022-03-10,-24 day ahead inc hosp,mean,NA,9587,COVID-19
