location,age_group,forecast_date,target_end_date,target,type,quantile,value,pathogen
DE,00+,2022-01-18,2021-12-21,-28 day ahead inc hosp,mean,NA,7330,COVID-19
DE,00+,2022-01-18,2021-12-21,-28 day ahead inc hosp,quantile,0.025,7330,COVID-19
DE,00+,2022-01-18,2021-12-21,-28 day ahead inc hosp,quantile,0.1,7330,COVID-19
DE,00+,2022-01-18,2021-12-21,-28 day ahead inc hosp,quantile,0.25,7330,COVID-19
DE,00+,2022-01-18,2021-12-21,-28 day ahead inc hosp,quantile,0.5,7330,COVID-19
DE,00+,2022-01-18,2021-12-21,-28 day ahead inc hosp,quantile,0.75,7330,COVID-19
DE,00+,2022-01-18,2021-12-21,-28 day ahead inc hosp,quantile,0.9,7330,COVID-19
DE,00+,2022-01-18,2021-12-21,-28 day ahead inc hosp,quantile,0.975,7330,COVID-19
DE,00+,2022-01-18,2021-12-22,-27 day ahead inc hosp,mean,NA,6944,COVID-19
DE,00+,2022-01-18,2021-12-22,-27 day ahead inc hosp,quantile,0.025,6944,COVID-19
DE,00+,2022-01-18,2021-12-22,-27 day ahead inc hosp,quantile,0.1,6944,COVID-19
DE,00+,2022-01-18,2021-12-22,-27 day ahead inc hosp,quantile,0.25,6944,COVID-19
DE,00+,2022-01-18,2021-12-22,-27 day ahead inc hosp,quantile,0.5,6944,COVID-19
DE,00+,2022-01-18,2021-12-22,-27 day ahead inc hosp,quantile,0.75,6944,COVID-19
DE,00+,2022-01-18,2021-12-22,-27 day ahead inc hosp,quantile,0.9,6944,COVID-19
DE,00+,2022-01-18,2021-12-22,-27 day ahead inc hosp,quantile,0.975,6944,COVID-19
DE,00+,2022-01-18,2021-12-23,-26 day ahead inc hosp,mean,NA,6583,COVID-19
DE,00+,2022-01-18,2021-12-23,-26 day ahead inc hosp,quantile,0.025,6583,COVID-19
DE,00+,2022-01-18,2021-12-23,-26 day ahead inc hosp,quantile,0.1,6583,COVID-19
DE,00+,2022-01-18,2021-12-23,-26 day ahead inc hosp,quantile,0.25,6583,COVID-19
DE,00+,2022-01-18,2021-12-23,-26 day ahead inc hosp,quantile,0.5,6583,COVID-19
DE,00+,2022-01-18,2021-12-23,-26 day ahead inc hosp,quantile,0.75,6583,COVID-19
DE,00+,2022-01-18,2021-12-23,-26 day ahead inc hosp,quantile,0.9,6583,COVID-19
DE,00+,2022-01-18,2021-12-23,-26 day ahead inc hosp,quantile,0.975,6583,COVID-19
DE,00+,2022-01-18,2021-12-24,-25 day ahead inc hosp,mean,NA,6252,COVID-19
DE,00+,2022-01-18,2021-12-24,-25 day ahead inc hosp,quantile,0.025,6252,COVID-19
DE,00+,2022-01-18,2021-12-24,-25 day ahead inc hosp,quantile,0.1,6252,COVID-19
DE,00+,2022-01-18,2021-12-24,-25 day ahead inc hosp,quantile,0.25,6252,COVID-19
DE,00+,2022-01-18,2021-12-24,-25 day ahead inc hosp,quantile,0.5,6252,COVID-19
DE,00+,2022-01-18,2021-12-24,-25 day ahead inc hosp,quantile,0.75,6252,COVID-19
DE,00+,2022-01-18,2021-12-24,-25 day ahead inc hosp,quantile,0.9,6252,COVID-19
DE,00+,2022-01-18,2021-12-24,-25 day ahead inc hosp,quantile,0.975,6252,COVID-19
