location,age_group,forecast_date,target_end_date,target,type,quantile,value,pathogen
DE,00+,2021-12-17,2021-11-19,-28 day ahead inc hosp,mean,NA,9417,COVID-19
DE,00+,2021-12-17,2021-11-19,-28 day ahead inc hosp,quantile,0.025,9417,COVID-19
DE,00+,2021-12-17,2021-11-19,-28 day ahead inc hosp,quantile,0.1,9417,COVID-19
DE,00+,2021-12-17,2021-11-19,-28 day ahead inc hosp,quantile,0.25,9417,COVID-19
DE,00+,2021-12-17,2021-11-19,-28 day ahead inc hosp,quantile,0.5,9417,COVID-19
DE,00+,2021-12-17,2021-11-19,-28 day ahead inc hosp,quantile,0.75,9417,COVID-19
DE,00+,2021-12-17,2021-11-19,-28 day ahead inc hosp,quantile,0.9,9417,COVID-19
DE,00+,2021-12-17,2021-11-19,-28 day ahead inc hosp,quantile,0.975,9417,COVID-19
DE,00+,2021-12-17,2021-11-20,-27 day ahead inc hosp,mean,NA,9629,COVID-19
DE,00+,2021-12-17,2021-11-20,-27 day ahead inc hosp,quantile,0.025,9629,COVID-19
DE,00+,2021-12-17,2021-11-20,-27 day ahead inc hosp,quantile,0.1,9629,COVID-19
DE,00+,2021-12-17,2021-11-20,-27 day ahead inc hosp,quantile,0.25,9629,COVID-19
DE,00+,2021-12-17,2021-11-20,-27 day ahead inc hosp,quantile,0.5,9629,COVID-19
DE,00+,2021-12-17,2021-11-20,-27 day ahead inc hosp,quantile,0.75,9629,COVID-19
DE,00+,2021-12-17,2021-11-20,-27 day ahead inc hosp,quantile,0.9,9629,COVID-19
DE,00+,2021-12-17,2021-11-20,-27 day ahead inc hosp,quantile,0.975,9629,COVID-19
DE,00+,2021-12-17,2021-11-21,-26 day ahead inc hosp,mean,NA,9650,COVID-19
DE,00+,2021-12-17,2021-11-21,-26 day ahead inc hosp,quantile,0.025,9650,COVID-19
DE,00+,2021-12-17,2021-11-21,-26 day ahead inc hosp,quantile,0.1,9650,COVID-19
DE,00+,2021-12-17,2021-11-21,-26 day ahead inc hosp,quantile,0.25,9650,COVID-19
DE,00+,2021-12-17,2021-11-21,-26 day ahead inc hosp,quantile,0.5,9650,COVID-19
DE,00+,2021-12-17,2021-11-21,-26 day ahead inc hosp,quantile,0.75,9650,COVID-19
DE,00+,2021-12-17,2021-11-21,-26 day ahead inc hosp,quantile,0.9,9650,COVID-19
DE,00+,2021-12-17,2021-11-21,-26 day ahead inc hosp,quantile,0.975,9650,COVID-19
DE,00+,2021-12-17,2021-11-22,-25 day ahead inc hosp,mean,NA,9748,COVID-19
DE,00+,2021-12-17,2021-11-22,-25 day ahead inc hosp,quantile,0.025,9748,COVID-19
DE,00+,2021-12-17,2021-11-22,-25 day ahead inc hosp,quantile,0.1,9748,COVID-19
DE,00+,2021-12-17,2021-11-22,-25 day ahead inc hosp,quantile,0.25,9748,COVID-19
DE,00+,2021-12-17,2021-11-22,-25 day ahead inc hosp,quantile,0.5,9748,COVID-19
DE,00+,2021-12-17,2021-11-22,-25 day ahead inc hosp,quantile,0.75,9748,COVID-19
DE,00+,2021-12-17,2021-11-22,-25 day ahead inc hosp,quantile,0.9,9748,COVID-19
DE,00+,2021-12-17,2021-11-22,-25 day ahead inc hosp,quantile,0.975,9748,COVID-19
DE,00+,2021-12-17,2021-11-23,-24 day ahead inc hosp,mean,NA,9926,COVID-19
DE,00+,2021-12-17,2021-11-23,-24 day ahead inc hosp,quantile,0.025,9926,COVID-19
DE,00+,2021-12-17,2021-11-23,-24 day ahead inc hosp,quantile,0.1,9926,COVID-19
DE,00+,2021-12-17,2021-11-23,-24 day ahead inc hosp,quantile,0.25,9926,COVID-19
DE,00+,2021-12-17,2021-11-23,-24 day ahead inc hosp,quantile,0.5,9926,COVID-19
DE,00+,2021-12-17,2021-11-23,-24 day ahead inc hosp,quantile,0.75,9926,COVID-19
DE,00+,2021-12-17,2021-11-23,-24 day ahead inc hosp,quantile,0.9,9926,COVID-19
DE,00+,2021-12-17,2021-11-23,-24 day ahead inc hosp,quantile,0.975,9926,COVID-19
DE,00+,2021-12-17,2021-11-24,-23 day ahead inc hosp,mean,NA,9964,COVID-19
DE,00+,2021-12-17,2021-11-24,-23 day ahead inc hosp,quantile,0.025,9964,COVID-19
DE,00+,2021-12-17,2021-11-24,-23 day ahead inc hosp,quantile,0.1,9964,COVID-19
DE,00+,2021-12-17,2021-11-24,-23 day ahead inc hosp,quantile,0.25,9964,COVID-19
DE,00+,2021-12-17,2021-11-24,-23 day ahead inc hosp,quantile,0.5,9964,COVID-19
DE,00+,2021-12-17,2021-11-24,-23 day ahead inc hosp,quantile,0.75,9964,COVID-19
DE,00+,2021-12-17,2021-11-24,-23 day ahead inc hosp,quantile,0.9,9964,COVID-19
DE,00+,2021-12-17,2021-11-24,-23 day ahead inc hosp,quantile,0.975,9964,COVID-19
DE,00+,2021-12-17,2021-11-25,-22 day ahead inc hosp,mean,NA,10060,COVID-19
DE,00+,2021-12-17,2021-11-25,-22 day ahead inc hosp,quantile,0.025,10060,COVID-19
