location,age_group,forecast_date,target_end_date,target,type,quantile,value,pathogen
DE,00+,2022-01-15,2021-12-18,-28 day ahead inc hosp,mean,NA,7872,COVID-19
DE,00+,2022-01-15,2021-12-18,-28 day ahead inc hosp,quantile,0.025,7872,COVID-19
DE,00+,2022-01-15,2021-12-18,-28 day ahead inc hosp,quantile,0.1,7872,COVID-19
DE,00+,2022-01-15,2021-12-18,-28 day ahead inc hosp,quantile,0.25,7872,COVID-19
DE,00+,2022-01-15,2021-12-18,-28 day ahead inc hosp,quantile,0.5,7872,COVID-19
DE,00+,2022-01-15,2021-12-18,-28 day ahead inc hosp,quantile,0.75,7872,COVID-19
DE,00+,2022-01-15,2021-12-18,-28 day ahead inc hosp,quantile,0.9,7872,COVID-19
DE,00+,2022-01-15,2021-12-18,-28 day ahead inc hosp,quantile,0.975,7872,COVID-19
DE,00+,2022-01-15,2021-12-19,-27 day ahead inc hosp,mean,NA,7635,COVID-19
DE,00+,2022-01-15,2021-12-19,-27 day ahead inc hosp,quantile,0.025,7635,COVID-19
DE,00+,2022-01-15,2021-12-19,-27 day ahead inc hosp,quantile,0.1,7635,COVID-19
DE,00+,2022-01-15,2021-12-19,-27 day ahead inc hosp,quantile,0.25,7635,COVID-19
DE,00+,2022-01-15,2021-12-19,-27 day ahead inc hosp,quantile,0.5,7635,COVID-19
DE,00+,2022-01-15,2021-12-19,-27 day ahead inc hosp,quantile,0.75,7635,COVID-19
DE,00+,2022-01-15,2021-12-19,-27 day ahead inc hosp,quantile,0.9,7635,COVID-19
DE,00+,2022-01-15,2021-12-19,-27 day ahead inc hosp,quantile,0.975,7635,COVID-19
DE,00+,2022-01-15,2021-12-20,-26 day ahead inc hosp,mean,NA,7534,COVID-19
DE,00+,2022-01-15,2021-12-20,-26 day ahead inc hosp,quantile,0.025,7534,COVID-19
DE,00+,2022-01-15,2021-12-20,-26 day ahead inc hosp,quantile,0.1,7534,COVID-19
DE,00+,2022-01-15,2021-12-20,-26 day ahead inc hosp,quantile,0.25,7534,COVID-19
DE,00+,2022-01-15,2021-12-20,-26 day ahead inc hosp,quantile,0.5,7534,COVID-19
DE,00+,2022-01-15,2021-12-20,-26 day ahead inc hosp,quantile,0.75,7534,COVID-19
DE,00+,2022-01-15,2021-12-20,-26 day ahead inc hosp,quantile,0.9,7534,COVID-19
DE,00+,2022-01-15,2021-12-20,-26 day ahead inc hosp,quantile,0.975,7534,COVID-19
DE,00+,2022-01-15,2021-12-21,-25 day ahead inc hosp,mean,NA,7315,COVID-19
DE,00+,2022-01-15,2021-12-21,-25 day ahead inc hosp,quantile,0.025,7315,COVID-19
DE,00+,2022-01-15,2021-12-21,-25 day ahead inc hosp,quantile,0.1,7315,COVID-19
DE,00+,2022-01-15,2021-12-21,-25 day ahead inc hosp,quantile,0.25,7315,COVID-19
DE,00+,2022-01-15,2021-12-21,-25 day ahead inc hosp,quantile,0.5,7315,COVID-19
DE,00+,2022-01-15,2021-12-21,-25 day ahead inc hosp,quantile,0.75,7315,COVID-19
DE,00+,2022-01-15,2021-12-21,-25 day ahead inc hosp,quantile,0.9,7315,COVID-19
DE,00+,2022-01-15,2021-12-21,-25 day ahead inc hosp,quantile,0.975,7315,COVID-19
DE,00+,2022-01-15,2021-12-22,-24 day ahead inc hosp,mean,NA,6926,COVID-19
DE,00+,2022-01-15,2021-12-22,-24 day ahead inc hosp,quantile,0.025,6926,COVID-19
DE,00+,2022-01-15,2021-12-22,-24 day ahead inc hosp,quantile,0.1,6926,COVID-19
DE,00+,2022-01-15,2021-12-22,-24 day ahead inc hosp,quantile,0.25,6926,COVID-19
DE,00+,2022-01-15,2021-12-22,-24 day ahead inc hosp,quantile,0.5,6926,COVID-19
DE,00+,2022-01-15,2021-12-22,-24 day ahead inc hosp,quantile,0.75,6926,COVID-19
DE,00+,2022-01-15,2021-12-22,-24 day ahead inc hosp,quantile,0.9,6926,COVID-19
DE,00+,2022-01-15,2021-12-22,-24 day ahead inc hosp,quantile,0.975,6926,COVID-19
DE,00+,2022-01-15,2021-12-23,-23 day ahead inc hosp,mean,NA,6561,COVID-19
DE,00+,2022-01-15,2021-12-23,-23 day ahead inc hosp,quantile,0.025,6561,COVID-19
DE,00+,2022-01-15,2021-12-23,-23 day ahead inc hosp,quantile,0.1,6561,COVID-19
DE,00+,2022-01-15,2021-12-23,-23 day ahead inc hosp,quantile,0.25,6561,COVID-19
DE,00+,2022-01-15,2021-12-23,-23 day ahead inc hosp,quantile,0.5,6561,COVID-19
DE,00+,2022-01-15,2021-12-23,-23 day ahead inc hosp,quantile,0.75,6561,COVID-19
DE,00+,2022-01-15,2021-12-23,-23 day ahead inc hosp,quantile,0.9,6561,COVID-19
DE,00+,2022-01-15,2021-12-23,-23 day ahead inc hosp,quantile,0.975,6561,COVID-19
DE,00+,2022-01-15,2021-12-24,-22 day ahead inc hosp,mean,NA,6221,COVID-19
DE,00+,2022-01-15,2021-12-24,-22 day ahead inc hosp,quantile,0.025,6221,COVID-19
DE,00+,2022-01-15,2021-12-24,-22 day ahead inc hosp,quantile,0.1,6221,COVID-19
DE,00+,2022-01-15,2021-12-24,-22 day ahead inc hosp,quantile,0.25,6221,COVID-19
DE,00+,2022-01-15,2021-12-24,-22 day ahead inc hosp,quantile,0.5,6221,COVID-19
DE,00+,2022-01-15,2021-12-24,-22 day ahead inc hosp,quantile,0.75,6221,COVID-19
DE,00+,2022-01-15,2021-12-24,-22 day ahead inc hosp,quantile,0.9,6221,COVID-19
DE,00+,2022-01-15,2021-12-24,-22 day ahead inc hosp,quantile,0.975,6221,COVID-19
DE,00+,2022-01-15,2021-12-25,-21 day ahead inc hosp,mean,NA,5613,COVID-19
DE,00+,2022-01-15,2021-12-25,-21 day ahead inc hosp,quantile,0.025,5613,COVID-19
DE,00+,2022-01-15,2021-12-25,-21 day ahead inc hosp,quantile,0.1,5613,COVID-19
DE,00+,2022-01-15,2021-12-25,-21 day ahead inc hosp,quantile,0.25,5613,COVID-19
DE,00+,2022-01-15,2021-12-25,-21 day ahead inc hosp,quantile,0.5,5613,COVID-19
DE,00+,2022-01-15,2021-12-25,-21 day ahead inc hosp,quantile,0.75,5613,COVID-19
DE,00+,2022-01-15,2021-12-25,-21 day ahead inc hosp,quantile,0.9,5613,COVID-19
DE,00+,2022-01-15,2021-12-25,-21 day ahead inc hosp,quantile,0.975,5613,COVID-19
DE,00+,2022-01-15,2021-12-26,-20 day ahead inc hosp,mean,NA,5215,COVID-19
DE,00+,2022-01-15,2021-12-26,-20 day ahead inc hosp,quantile,0.025,5215,COVID-19
DE,00+,2022-01-15,2021-12-26,-20 day ahead inc hosp,quantile,0.1,5215,COVID-19
DE,00+,2022-01-15,2021-12-26,-20 day ahead inc hosp,quantile,0.25,5215,COVID-19
DE,00+,2022-01-15,2021-12-26,-20 day ahead inc hosp,quantile,0.5,5215,COVID-19
DE,00+,2022-01-15,2021-12-26,-20 day ahead inc hosp,quantile,0.75,5215,COVID-19
DE,00+,2022-01-15,2021-12-26,-20 day ahead inc hosp,quantile,0.9,5215,COVID-19
DE,00+,2022-01-15,2021-12-26,-20 day ahead inc hosp,quantile,0.975,5215,COVID-19
DE,00+,2022-01-15,2021-12-27,-19 day ahead inc hosp,mean,NA,5120,COVID-19
DE,00+,2022-01-15,2021-12-27,-19 day ahead inc hosp,quantile,0.025,5120,COVID-19
DE,00+,2022-01-15,2021-12-27,-19 day ahead inc hosp,quantile,0.1,5120,COVID-19
DE,00+,2022-01-15,2021-12-27,-19 day ahead inc hosp,quantile,0.25,5120,COVID-19
DE,00+,2022-01-15,2021-12-27,-19 day ahead inc hosp,quantile,0.5,5120,COVID-19
