location,age_group,forecast_date,target_end_date,target,type,quantile,value,pathogen
DE,00+,2022-02-12,2022-01-15,-28 day ahead inc hosp,mean,NA,4711,COVID-19
DE,00+,2022-02-12,2022-01-15,-28 day ahead inc hosp,quantile,0.025,4711,COVID-19
DE,00+,2022-02-12,2022-01-15,-28 day ahead inc hosp,quantile,0.1,4711,COVID-19
DE,00+,2022-02-12,2022-01-15,-28 day ahead inc hosp,quantile,0.25,4711,COVID-19
DE,00+,2022-02-12,2022-01-15,-28 day ahead inc hosp,quantile,0.5,4711,COVID-19
DE,00+,2022-02-12,2022-01-15,-28 day ahead inc hosp,quantile,0.75,4711,COVID-19
DE,00+,2022-02-12,2022-01-15,-28 day ahead inc hosp,quantile,0.9,4711,COVID-19
DE,00+,2022-02-12,2022-01-15,-28 day ahead inc hosp,quantile,0.975,4711,COVID-19
DE,00+,2022-02-12,2022-01-16,-27 day ahead inc hosp,mean,NA,4733,COVID-19
DE,00+,2022-02-12,2022-01-16,-27 day ahead inc hosp,quantile,0.025,4733,COVID-19
DE,00+,2022-02-12,2022-01-16,-27 day ahead inc hosp,quantile,0.1,4733,COVID-19
DE,00+,2022-02-12,2022-01-16,-27 day ahead inc hosp,quantile,0.25,4733,COVID-19
DE,00+,2022-02-12,2022-01-16,-27 day ahead inc hosp,quantile,0.5,4733,COVID-19
DE,00+,2022-02-12,2022-01-16,-27 day ahead inc hosp,quantile,0.75,4733,COVID-19
DE,00+,2022-02-12,2022-01-16,-27 day ahead inc hosp,quantile,0.9,4733,COVID-19
DE,00+,2022-02-12,2022-01-16,-27 day ahead inc hosp,quantile,0.975,4733,COVID-19
DE,00+,2022-02-12,2022-01-17,-26 day ahead inc hosp,mean,NA,4765,COVID-19
DE,00+,2022-02-12,2022-01-17,-26 day ahead inc hosp,quantile,0.025,4765,COVID-19
DE,00+,2022-02-12,2022-01-17,-26 day ahead inc hosp,quantile,0.1,4765,COVID-19
DE,00+,2022-02-12,2022-01-17,-26 day ahead inc hosp,quantile,0.25,4765,COVID-19
DE,00+,2022-02-12,2022-01-17,-26 day ahead inc hosp,quantile,0.5,4765,COVID-19
DE,00+,2022-02-12,2022-01-17,-26 day ahead inc hosp,quantile,0.75,4765,COVID-19
DE,00+,2022-02-12,2022-01-17,-26 day ahead inc hosp,quantile,0.9,4765,COVID-19
DE,00+,2022-02-12,2022-01-17,-26 day ahead inc hosp,quantile,0.975,4765,COVID-19
DE,00+,2022-02-12,2022-01-18,-25 day ahead inc hosp,mean,NA,4895,COVID-19
DE,00+,2022-02-12,2022-01-18,-25 day ahead inc hosp,quantile,0.025,4895,COVID-19
DE,00+,2022-02-12,2022-01-18,-25 day ahead inc hosp,quantile,0.1,4895,COVID-19
DE,00+,2022-02-12,2022-01-18,-25 day ahead inc hosp,quantile,0.25,4895,COVID-19
DE,00+,2022-02-12,2022-01-18,-25 day ahead inc hosp,quantile,0.5,4895,COVID-19
DE,00+,2022-02-12,2022-01-18,-25 day ahead inc hosp,quantile,0.75,4895,COVID-19
DE,00+,2022-02-12,2022-01-18,-25 day ahead inc hosp,quantile,0.9,4895,COVID-19
DE,00+,2022-02-12,2022-01-18,-25 day ahead inc hosp,quantile,0.975,4895,COVID-19
DE,00+,2022-02-12,2022-01-19,-24 day ahead inc hosp,mean,NA,5129,COVID-19
DE,00+,2022-02-12,2022-01-19,-24 day ahead inc hosp,quantile,0.025,5129,COVID-19
DE,00+,2022-02-12,2022-01-19,-24 day ahead inc hosp,quantile,0.1,5129,COVID-19
DE,00+,2022-02-12,2022-01-19,-24 day ahead inc hosp,quantile,0.25,5129,COVID-19
DE,00+,2022-02-12,2022-01-19,-24 day ahead inc hosp,quantile,0.5,5129,COVID-19
DE,00+,2022-02-12,2022-01-19,-24 day ahead inc hosp,quantile,0.75,5129,COVID-19
DE,00+,2022-02-12,2022-01-19,-24 day ahead inc hosp,quantile,0.9,5129,COVID-19
DE,00+,2022-02-12,2022-01-19,-24 day ahead inc hosp,quantile,0.975,5129,COVID-19
DE,00+,2022-02-12,2022-01-20,-23 day ahead inc hosp,mean,NA,5379,COVID-19
DE,00+,2022-02-12,2022-01-20,-23 day ahead inc hosp,quantile,0.025,5379,COVID-19
DE,00+,2022-02-12,2022-01-20,-23 day ahead inc hosp,quantile,0.1,5379,COVID-19
DE,00+,2022-02-12,2022-01-20,-23 day ahead inc hosp,quantile,0.25,5379,COVID-19
DE,00+,2022-02-12,2022-01-20,-23 day ahead inc hosp,quantile,0.5,5379,COVID-19
DE,00+,2022-02-12,2022-01-20,-23 day ahead inc hosp,quantile,0.75,5379,COVID-19
DE,00+,2022-02-12,2022-01-20,-23 day ahead inc hosp,quantile,0.9,5379,COVID-19
DE,00+,2022-02-12,2022-01-20,-23 day ahead inc hosp,quantile,0.975,5379,COVID-19
DE,00+,2022-02-12,2022-01-21,-22 day ahead inc hosp,mean,NA,5582,COVID-19
DE,00+,2022-02-12,2022-01-21,-22 day ahead inc hosp,quantile,0.025,5582,COVID-19
DE,00+,2022-02-12,2022-01-21,-22 day ahead inc hosp,quantile,0.1,5582,COVID-19
DE,00+,2022-02-12,2022-01-21,-22 day ahead inc hosp,quantile,0.25,5582,COVID-19
DE,00+,2022-02-12,2022-01-21,-22 day ahead inc hosp,quantile,0.5,5582,COVID-19
DE,00+,2022-02-12,2022-01-21,-22 day ahead inc hosp,quantile,0.75,5582,COVID-19
DE,00+,2022-02-12,2022-01-21,-22 day ahead inc hosp,quantile,0.9,5582,COVID-19
DE,00+,2022-02-12,2022-01-21,-22 day ahead inc hosp,quantile,0.975,5582,COVID-19
DE,00+,2022-02-12,2022-01-22,-21 day ahead inc hosp,mean,NA,5825,COVID-19
DE,00+,2022-02-12,2022-01-22,-21 day ahead inc hosp,quantile,0.025,5825,COVID-19
DE,00+,2022-02-12,2022-01-22,-21 day ahead inc hosp,quantile,0.1,5825,COVID-19
DE,00+,2022-02-12,2022-01-22,-21 day ahead inc hosp,quantile,0.25,5825,COVID-19
DE,00+,2022-02-12,2022-01-22,-21 day ahead inc hosp,quantile,0.5,5825,COVID-19
DE,00+,2022-02-12,2022-01-22,-21 day ahead inc hosp,quantile,0.75,5825,COVID-19
DE,00+,2022-02-12,2022-01-22,-21 day ahead inc hosp,quantile,0.9,5825,COVID-19
DE,00+,2022-02-12,2022-01-22,-21 day ahead inc hosp,quantile,0.975,5825,COVID-19
DE,00+,2022-02-12,2022-01-23,-20 day ahead inc hosp,mean,NA,5904,COVID-19
DE,00+,2022-02-12,2022-01-23,-20 day ahead inc hosp,quantile,0.025,5904,COVID-19
DE,00+,2022-02-12,2022-01-23,-20 day ahead inc hosp,quantile,0.1,5904,COVID-19
DE,00+,2022-02-12,2022-01-23,-20 day ahead inc hosp,quantile,0.25,5904,COVID-19
DE,00+,2022-02-12,2022-01-23,-20 day ahead inc hosp,quantile,0.5,5904,COVID-19
DE,00+,2022-02-12,2022-01-23,-20 day ahead inc hosp,quantile,0.75,5904,COVID-19
DE,00+,2022-02-12,2022-01-23,-20 day ahead inc hosp,quantile,0.9,5904,COVID-19
