location,age_group,forecast_date,target_end_date,target,type,quantile,value,pathogen
DE,00+,2022-02-16,2022-01-19,-28 day ahead inc hosp,mean,NA,5179,COVID-19
DE,00+,2022-02-16,2022-01-19,-28 day ahead inc hosp,quantile,0.025,5179,COVID-19
DE,00+,2022-02-16,2022-01-19,-28 day ahead inc hosp,quantile,0.1,5179,COVID-19
DE,00+,2022-02-16,2022-01-19,-28 day ahead inc hosp,quantile,0.25,5179,COVID-19
DE,00+,2022-02-16,2022-01-19,-28 day ahead inc hosp,quantile,0.5,5179,COVID-19
DE,00+,2022-02-16,2022-01-19,-28 day ahead inc hosp,quantile,0.75,5179,COVID-19
DE,00+,2022-02-16,2022-01-19,-28 day ahead inc hosp,quantile,0.9,5179,COVID-19
DE,00+,2022-02-16,2022-01-19,-28 day ahead inc hosp,quantile,0.975,5179,COVID-19
DE,00+,2022-02-16,2022-01-20,-27 day ahead inc hosp,mean,NA,5446,COVID-19
DE,00+,2022-02-16,2022-01-20,-27 day ahead inc hosp,quantile,0.025,5446,COVID-19
DE,00+,2022-02-16,2022-01-20,-27 day ahead inc hosp,quantile,0.1,5446,COVID-19
DE,00+,2022-02-16,2022-01-20,-27 day ahead inc hosp,quantile,0.25,5446,COVID-19
DE,00+,2022-02-16,2022-01-20,-27 day ahead inc hosp,quantile,0.5,5446,COVID-19
DE,00+,2022-02-16,2022-01-20,-27 day ahead inc hosp,quantile,0.75,5446,COVID-19
DE,00+,2022-02-16,2022-01-20,-27 day ahead inc hosp,quantile,0.9,5446,COVID-19
DE,00+,2022-02-16,2022-01-20,-27 day ahead inc hosp,quantile,0.975,5446,COVID-19
DE,00+,2022-02-16,2022-01-21,-26 day ahead inc hosp,mean,NA,5650,COVID-19
DE,00+,2022-02-16,2022-01-21,-26 day ahead inc hosp,quantile,0.025,5650,COVID-19
DE,00+,2022-02-16,2022-01-21,-26 day ahead inc hosp,quantile,0.1,5650,COVID-19
DE,00+,2022-02-16,2022-01-21,-26 day ahead inc hosp,quantile,0.25,5650,COVID-19
DE,00+,2022-02-16,2022-01-21,-26 day ahead inc hosp,quantile,0.5,5650,COVID-19
DE,00+,2022-02-16,2022-01-21,-26 day ahead inc hosp,quantile,0.75,5650,COVID-19
DE,00+,2022-02-16,2022-01-21,-26 day ahead inc hosp,quantile,0.9,5650,COVID-19
DE,00+,2022-02-16,2022-01-21,-26 day ahead inc hosp,quantile,0.975,5650,COVID-19
DE,00+,2022-02-16,2022-01-22,-25 day ahead inc hosp,mean,NA,5929,COVID-19
DE,00+,2022-02-16,2022-01-22,-25 day ahead inc hosp,quantile,0.025,5929,COVID-19
DE,00+,2022-02-16,2022-01-22,-25 day ahead inc hosp,quantile,0.1,5929,COVID-19
DE,00+,2022-02-16,2022-01-22,-25 day ahead inc hosp,quantile,0.25,5929,COVID-19
DE,00+,2022-02-16,2022-01-22,-25 day ahead inc hosp,quantile,0.5,5929,COVID-19
DE,00+,2022-02-16,2022-01-22,-25 day ahead inc hosp,quantile,0.75,5929,COVID-19
